titles,category
      배 급등할 것     지금 매수해도 늦지 않아 종합 ,World
 트럼프 집권  대비하자   전세계 분주한데  한국은 ,World
북  신형 미사일에 핵탄두 탑재 시사  불화살     형  공개,World
 미  이라크 시리아에서 철군 검토      부활  우려 제기 종합 ,World
 과학자  차에 소금 넣어라   티백 쥐어짜라  했다  에  혼쭐 ,World
애플  물밑서 전방위적    투자  아이폰서 생성형    가동 ,World
     달러 디올백    여당 흔들다  외신에 뜬 김건희 여사,World
지도에 대만이 국가 표시됐단 이유로  입국 한국인 한때 억류,World
로이터  미국  이라크와 미군 철수협상 곧 시작 ,World
공급망 혼란에 인플레 압력까지 중동위기로 고통받는   경제,World
 미스 일본 우승  우크라 귀화인 논란에 외신도 주목 주최측 해명은   핫이슈 ,World
 사무실 안 나오면 징계  초강수  년 전과    도 달라졌다,World
해외 자금이탈 가속에 힘빠지는   경제    조원 유동성 긴급 처방,World
트럼프 본선 아킬레스건  저 사람은 안돼  중도 고학력층 이탈,World
애플의  스텔스     투자 구글    일발역전 가능할까,World
가자 휴전은 아직 난망  하마스  이스라엘에 영구적 철군 요구 ,World
테슬라  올해 성장률 현저히 낮아질 것  내년 하반기 신차 생산 종합 보 ,World
 미국  이라크와 미군 철수협상 곧 시작한다 ,World
삼성이 내놓자    폰  조용한 반격 나선 애플,World
 연패 헤일리에 거센 사퇴압박 사우스캐롤라이나 경선 마지막 가능성,World
 연패 헤일리에 거센 사퇴압박 사우스캐롤라이나 경선 마지막 가능성,World
   이젠 확고한 핵보유국 무시는 통하지 않아    ,World
이스라엘  휴전협상 중재 카타르 이집트와 잇단 마찰음,World
       매출        감소 반도체 수출 규제 영향,World
국제적 관심사로 떠오른  명품백 의혹  외신  연일 보도 ,World
도쿄  미사일 공격 장기체류 대피소 만든다  도발 등 대비,World
 실적 실망  테슬라 시간외서    급락     달러 붕괴,World
우크라가 격추  러시아 자작극  러 수송기 추락 미스터리,World
분노로 들끓는 민심   유럽서  농민 봉기  조짐  지금이뉴스 ,World
